Region	Month of Period End	Median Sale Price	Median Sale Price MoM 	Median Sale Price YoY 	Homes Sold	Homes Sold MoM 	Homes Sold YoY 	New Listings	New Listings MoM 	New Listings YoY 	Inventory	Inventory MoM 	 Inventory YoY 	Days on Market	Days on Market MoM	Days on Market YoY	Average Sale To List	Average Sale To List MoM 	Average Sale To List YoY 
Chicago, IL metro area	Aug-21	$305K	-2.20%	7.00%	11,204	-4.30%	1.60%	12,168	-12.90%	-5.60%	21,066	-2.40%	-6.70%	14	3	-8	99.70%	-0.30%	1.70%
Chicago, IL metro area	Sep-21	$293K	-3.90%	6.20%	9,953	-11.20%	-3.40%	11,516	-5.40%	-5.10%	20,859	-1.00%	-8.20%	15	1	-6	99.20%	-0.50%	1.00%
Chicago, IL metro area	Oct-21	$293K	0.00%	6.50%	9,562	-3.90%	-7.90%	9,894	-14.10%	-7.10%	19,242	-7.80%	-12.80%	20	5	0	99.00%	-0.20%	0.80%
Chicago, IL metro area	Nov-21	$293K	0.00%	8.50%	8,956	-6.30%	7.40%	7,212	-27.10%	1.70%	16,794	-12.70%	-13.50%	22	2	1	98.70%	-0.20%	0.60%
Chicago, IL metro area	Dec-21	$290K	-1.00%	8.00%	9,137	2.00%	0.30%	4,821	-33.20%	-9.70%	14,573	-13.20%	-11.60%	26	4	1	98.70%	-0.10%	0.60%
Chicago, IL metro area	Jan-22	$290K	0.00%	7.40%	6,338	-30.60%	3.00%	7,536	56.30%	-8.10%	17,823	22.30%	15.30%	32	6	-1	98.30%	-0.30%	0.40%
Chicago, IL metro area	Feb-22	$291K	0.30%	6.20%	6,181	-2.50%	1.80%	9,162	21.60%	3.30%	21,704	21.80%	46.20%	52	20	14	98.90%	0.60%	0.90%
Chicago, IL metro area	Mar-22	$310K	6.50%	3.30%	8,792	42.20%	-5.50%	12,472	36.10%	-8.50%	23,736	9.40%	51.50%	53	1	26	99.80%	0.90%	1.10%
Chicago, IL metro area	Apr-22	$328K	5.60%	5.20%	9,510	8.20%	-9.30%	12,508	0.30%	-15.60%	25,268	6.50%	44.70%	49	-4	34	100.60%	0.80%	1.20%
Chicago, IL metro area	May-22	$328K	0.20%	4.10%	10,205	7.30%	-6.40%	12,883	3.00%	-8.50%	26,487	4.80%	45.20%	49	0	38	101.10%	0.40%	1.10%
Chicago, IL metro area	Jun-22	$340K	3.70%	6.30%	11,024	8.00%	-15.30%	13,163	2.20%	-12.90%	27,322	3.20%	36.00%	48	-1	39	101.00%	-0.10%	0.70%
Chicago, IL metro area	Jul-22	$325K	-4.40%	4.20%	8,969	-18.60%	-23.40%	10,804	-17.90%	-22.70%	27,538	0.80%	27.60%	49	1	38	100.20%	-0.80%	0.10%
Chicago, IL metro area	Aug-22	$310K	-4.60%	1.60%	8,986	0.20%	-19.80%	9,328	-13.70%	-23.30%	25,915	-5.90%	23.00%	53	4	39	99.30%	-0.90%	-0.40%
Chicago, IL metro area	Sep-22	$305K	-1.60%	4.10%	7,882	-12.30%	-20.80%	8,584	-8.00%	-25.50%	24,945	-3.70%	19.60%	57	4	42	98.70%	-0.60%	-0.50%
Chicago, IL metro area	Oct-22	$300K	-1.60%	2.40%	6,579	-16.50%	-31.20%	7,216	-15.90%	-27.10%	23,380	-6.30%	21.50%	61	4	41	98.30%	-0.30%	-0.60%
Chicago, IL metro area	Nov-22	$294K	-2.00%	0.30%	5,858	-11.00%	-34.60%	5,263	-27.10%	-27.00%	20,986	-10.20%	25.00%	61	0	39	98.00%	-0.30%	-0.70%
Chicago, IL metro area	Dec-22	$285K	-3.10%	-1.70%	5,561	-5.10%	-39.10%	3,451	-34.40%	-28.40%	17,344	-17.40%	19.00%	65	4	39	97.80%	-0.20%	-0.90%
Chicago, IL metro area	Jan-23	$285K	0.00%	-1.70%	3,861	-30.60%	-39.10%	5,736	66.20%	-23.90%	17,860	3.00%	0.20%	76	11	44	97.60%	-0.20%	-0.80%
Chicago, IL metro area	Feb-23	$290K	1.80%	-0.30%	4,301	11.40%	-30.40%	6,547	14.10%	-28.50%	18,769	5.10%	-13.50%	76	0	24	97.90%	0.30%	-1.00%
Chicago, IL metro area	Mar-23	$309K	6.60%	-0.30%	6,826	58.70%	-22.40%	8,700	32.90%	-30.20%	19,071	1.60%	-19.70%	57	-19	4	98.80%	0.90%	-1.10%
Chicago, IL metro area	Apr-23	$320K	3.60%	-2.30%	6,669	-2.30%	-29.90%	8,402	-3.40%	-32.80%	19,551	2.50%	-22.60%	51	-6	2	99.50%	0.70%	-1.10%
Chicago, IL metro area	May-23	$330K	3.10%	0.60%	7,853	17.80%	-23.00%	9,491	13.00%	-26.30%	20,025	2.40%	-24.40%	49	-2	0	100.20%	0.70%	-0.80%
Chicago, IL metro area	Jun-23	$345K	4.50%	1.50%	8,704	10.80%	-21.00%	9,421	-0.70%	-28.40%	19,756	-1.30%	-27.70%	48	-1	0	100.60%	0.40%	-0.40%
Chicago, IL metro area	Jul-23	$337K	-2.30%	3.70%	7,205	-17.20%	-19.70%	8,422	-10.60%	-22.00%	19,695	-0.30%	-28.50%	49	1	0	100.40%	-0.20%	0.30%
Chicago, IL metro area	Aug-23	$335K	-0.60%	8.10%	7,764	7.80%	-13.60%	8,486	0.80%	-9.00%	19,234	-2.30%	-25.80%	49	0	-4	100.20%	-0.20%	0.90%
Chicago, IL metro area	Sep-23	$320K	-4.50%	4.90%	6,578	-15.30%	-16.50%	7,561	-10.90%	-11.90%	18,996	-1.20%	-23.80%	50	1	-7	99.80%	-0.40%	1.10%
Chicago, IL metro area	Oct-23	$315K	-1.60%	5.00%	6,202	-5.70%	-5.70%	6,962	-7.90%	-3.50%	18,364	-3.30%	-21.50%	52	2	-9	99.50%	-0.30%	1.20%
Chicago, IL metro area	Nov-23	$320K	1.60%	8.80%	5,335	-14.00%	-8.90%	5,469	-21.40%	3.90%	17,161	-6.60%	-18.20%	53	1	-8	99.00%	-0.50%	1.00%
Chicago, IL metro area	Dec-23	$306K	-4.40%	7.30%	5,304	-0.60%	-4.60%	3,520	-35.60%	2.00%	14,280	-16.80%	-17.70%	57	4	-8	98.60%	-0.40%	0.80%
Chicago, IL metro area	Jan-24	$312K	2.00%	9.50%	3,983	-24.90%	3.20%	5,359	52.20%	-6.60%	14,641	2.50%	-18.00%	65	8	-11	98.70%	0.10%	1.20%
Chicago, IL metro area	Feb-24	$318K	1.80%	9.60%	4,468	12.20%	3.90%	7,573	41.30%	15.70%	16,632	13.60%	-11.40%	65	0	-11	99.00%	0.30%	1.10%
Chicago, IL metro area	Mar-24	$339K	6.70%	9.70%	5,896	32.00%	-13.60%	8,056	6.40%	-7.40%	17,549	5.50%	-8.00%	50	-15	-7	99.70%	0.70%	0.90%
Chicago, IL metro area	Apr-24	$349K	2.90%	9.10%	7,132	21.00%	6.90%	9,408	16.80%	12.00%	18,783	7.00%	-3.90%	47	-3	-4	100.40%	0.70%	0.90%
Chicago, IL metro area	May-24	$355K	1.70%	7.60%	7,816	9.60%	-0.50%	9,776	3.90%	3.00%	19,686	4.80%	-1.70%	47	0	-2	100.60%	0.20%	0.40%
Chicago, IL metro area	Jun-24	$375K	5.60%	8.70%	7,462	-4.50%	-14.30%	8,994	-8.00%	-4.50%	20,301	3.10%	2.80%	48	1	0	100.80%	0.10%	0.10%
Chicago, IL metro area	Jul-24	$365K	-2.70%	8.30%	7,752	3.90%	7.60%	8,868	-1.40%	5.30%	20,277	-0.10%	3.00%	49	1	0	100.50%	-0.20%	0.10%
Chicago, IL metro area	Aug-24	$351K	-3.80%	4.80%	7,381	-4.80%	-4.90%	8,288	-6.50%	-2.30%	19,761	-2.50%	2.70%	50	1	1	99.90%	-0.60%	-0.30%
Chicago, IL metro area	Sep-24	$350K	-0.30%	9.40%	6,022	-18.40%	-8.50%	7,929	-4.30%	4.90%	20,334	2.90%	7.00%	53	3	3	99.40%	-0.50%	-0.40%
Chicago, IL metro area	Oct-24	$340K	-2.90%	7.90%	6,365	5.70%	2.60%	7,666	-3.30%	10.10%	20,066	-1.30%	9.30%	54	1	2	99.20%	-0.20%	-0.30%
Chicago, IL metro area	Nov-24	$348K	2.20%	8.60%	5,696	-10.50%	6.80%	5,270	-31.30%	-3.60%	18,300	-8.80%	6.60%	56	2	3	99.10%	0.00%	0.10%
Chicago, IL metro area	Dec-24	$340K	-2.20%	11.20%	5,656	-0.70%	6.60%	3,726	-29.30%	5.90%	15,181	-17.00%	6.30%	60	4	3	98.70%	-0.50%	0.00%
Chicago, IL metro area	Jan-25	$335K	-1.50%	7.40%	4,363	-22.90%	9.50%	5,904	58.50%	10.20%	15,651	3.10%	6.90%	70	10	5	98.50%	-0.10%	-0.20%
Chicago, IL metro area	Feb-25	$345K	3.00%	8.60%	4,470	2.50%	0.00%	7,233	22.50%	-4.50%	17,041	8.90%	2.50%	68	-2	3	99.00%	0.50%	0.00%
Chicago, IL metro area	Mar-25	$360K	4.30%	6.20%	5,742	28.50%	-2.60%	8,557	18.30%	6.20%	18,277	7.30%	4.10%	53	-15	3	99.70%	0.70%	0.00%
Chicago, IL metro area	Apr-25	$370K	2.80%	6.00%	6,810	18.60%	-4.50%	9,595	12.10%	2.00%	19,740	8.00%	5.10%	47	-6	0	100.30%	0.60%	-0.20%
Chicago, IL metro area	May-25	$375K	1.40%	5.60%	7,445	9.30%	-4.70%	9,891	3.10%	1.20%	20,861	5.70%	6.00%	47	0	0	100.50%	0.20%	-0.20%
Chicago, IL metro area	Jun-25	$385K	2.70%	2.70%	8,079	8.50%	8.30%	9,161	-7.40%	1.90%	20,838	-0.10%	2.60%	48	1	0	100.60%	0.10%	-0.20%
Chicago, IL metro area	Jul-25	$375K	-2.60%	2.70%	7,673	-5.00%	-1.00%	8,741	-4.60%	-1.40%	20,261	-2.80%	-0.10%	50	2	1	100.20%	-0.40%	-0.40%
Chicago, IL metro area	Aug-25	$375K	0.00%	6.80%	7,063	-7.90%	-4.30%	7,816	-10.60%	-5.70%	18,923	-6.60%	-4.20%	51	1	1	99.80%	-0.40%	-0.10%
Houston, TX	Jan-12	$134K	-25.60%	4.30%	905	-34.00%	-0.50%	2,055	57.10%	-6.80%	8,830	5.10%	-16.90%	113	-4	-7	95.50%	-0.20%	0.60%
Houston, TX	Feb-12	$160K	19.40%	0.00%	1,177	30.10%	9.40%	2,082	1.30%	-1.50%	9,111	3.20%	-15.40%	118	5	-15	95.60%	0.10%	0.50%
Houston, TX	Mar-12	$185K	15.60%	20.50%	1,543	31.10%	9.60%	2,480	19.10%	-7.50%	9,346	2.60%	-15.80%	113	-5	-11	95.90%	0.20%	0.50%
Houston, TX	Apr-12	$185K	0.00%	19.40%	1,573	1.90%	9.20%	2,445	-1.40%	-5.20%	9,573	2.40%	-15.60%	97	-16	-7	96.60%	0.70%	1.30%
Houston, TX	May-12	$191K	3.00%	16.90%	1,915	21.70%	24.50%	2,489	1.80%	4.00%	9,572	0.00%	-15.00%	86	-11	-13	96.70%	0.10%	0.90%
Houston, TX	Jun-12	$190K	-0.30%	8.60%	1,872	-2.20%	10.60%	2,503	0.60%	3.30%	9,558	-0.10%	-13.20%	88	2	-12	96.90%	0.20%	1.40%
Houston, TX	Jul-12	$179K	-5.80%	7.80%	1,887	0.80%	25.00%	2,242	-10.40%	9.20%	9,288	-2.80%	-12.70%	88	0	-17	96.80%	-0.10%	1.30%
Houston, TX	Aug-12	$175K	-2.20%	0.90%	1,974	4.60%	23.80%	2,150	-4.10%	1.10%	8,753	-5.80%	-13.60%	93	5	-14	96.80%	-0.10%	1.10%
Houston, TX	Sep-12	$175K	0.00%	5.90%	1,514	-23.30%	9.10%	1,852	-13.90%	-6.00%	8,399	-4.00%	-14.60%	91	-2	-19	96.50%	-0.30%	1.20%
Houston, TX	Oct-12	$181K	3.40%	13.10%	1,666	10.00%	40.90%	1,915	3.40%	-0.40%	7,945	-5.40%	-17.90%	98	7	-11	96.20%	-0.30%	0.70%
Houston, TX	Nov-12	$185K	1.90%	17.30%	1,546	-7.20%	28.30%	1,679	-12.30%	3.70%	7,493	-5.70%	-19.70%	93	-5	-27	96.50%	0.30%	0.70%
Houston, TX	Dec-12	$199K	8.00%	10.70%	1,607	3.90%	17.20%	1,362	-18.90%	4.10%	6,124	-18.30%	-27.10%	97	4	-20	96.60%	0.10%	0.90%
Houston, TX	Jan-13	$158K	-20.70%	17.90%	1,191	-25.90%	31.60%	2,087	53.20%	1.60%	5,627	-8.10%	-36.30%	84	-13	-29	96.70%	0.10%	1.20%
Houston, TX	Feb-13	$185K	17.10%	15.60%	1,410	18.40%	19.80%	2,229	6.80%	7.10%	5,393	-4.20%	-40.80%	64	-20	-54	96.70%	0.00%	1.00%
Houston, TX	Mar-13	$189K	2.20%	2.20%	1,869	32.60%	21.10%	2,472	10.90%	-0.30%	5,173	-4.10%	-44.70%	39	-25	-74	97.30%	0.60%	1.40%
Houston, TX	Apr-13	$217K	14.80%	17.30%	2,111	12.90%	34.20%	2,685	8.60%	9.80%	5,185	0.20%	-45.80%	29	-10	-68	97.60%	0.40%	1.00%
Houston, TX	May-13	$208K	-4.10%	9.20%	2,200	4.20%	14.90%	2,783	3.60%	11.80%	5,242	1.10%	-45.20%	27	-2	-59	97.90%	0.30%	1.20%
Houston, TX	Jun-13	$215K	3.30%	13.10%	2,123	-3.50%	13.40%	2,654	-4.60%	6.00%	5,221	-0.40%	-45.40%	22	-5	-66	98.10%	0.20%	1.20%
Houston, TX	Jul-13	$215K	0.00%	20.10%	2,253	6.10%	19.40%	2,678	0.90%	19.40%	5,353	2.50%	-42.40%	22	0	-66	98.20%	0.10%	1.40%
Houston, TX	Aug-13	$219K	1.90%	25.10%	2,129	-5.50%	7.90%	2,453	-8.40%	14.10%	5,358	0.10%	-38.80%	24	2	-69	98.10%	-0.10%	1.30%
Houston, TX	Sep-13	$205K	-6.40%	17.10%	1,781	-16.30%	17.60%	2,145	-12.60%	15.80%	5,451	1.70%	-35.10%	28	4	-63	97.70%	-0.30%	1.20%
Houston, TX	Oct-13	$194K	-5.50%	7.00%	1,797	0.90%	7.90%	2,160	0.70%	12.80%	5,372	-1.40%	-32.40%	33	5	-65	97.30%	-0.40%	1.10%
Houston, TX	Nov-13	$211K	8.90%	14.40%	1,617	-10.00%	4.60%	1,694	-21.60%	0.90%	5,083	-5.40%	-32.20%	32	-1	-61	97.50%	0.20%	1.00%
Houston, TX	Dec-13	$235K	11.30%	17.90%	1,879	16.20%	16.90%	1,407	-16.90%	3.30%	4,615	-9.20%	-24.60%	35	3	-62	97.50%	0.00%	0.90%
Houston, TX	Jan-14	$183K	-22.30%	15.50%	1,280	-31.90%	7.50%	2,154	53.10%	3.20%	4,535	-1.70%	-19.40%	42	7	-42	97.40%	-0.10%	0.70%
Houston, TX	Feb-14	$204K	11.50%	10.00%	1,530	19.50%	8.50%	2,113	-1.90%	-5.20%	4,482	-1.20%	-16.90%	35	-7	-29	97.40%	0.00%	0.70%
Houston, TX	Mar-14	$219K	7.70%	16.00%	1,855	21.20%	-0.70%	2,398	13.50%	-3.00%	4,357	-2.80%	-15.80%	28	-7	-11	98.10%	0.70%	0.80%
Houston, TX	Apr-14	$225K	2.60%	3.70%	1,940	4.60%	-8.10%	2,711	13.10%	1.00%	4,354	-0.10%	-16.00%	24	-4	-5	98.30%	0.20%	0.70%
Houston, TX	May-14	$235K	4.40%	13.00%	2,140	10.30%	-2.70%	2,809	3.60%	0.90%	4,524	3.90%	-13.70%	21	-3	-6	98.70%	0.40%	0.80%
Houston, TX	Jun-14	$247K	5.10%	14.90%	2,155	0.70%	1.50%	2,623	-6.60%	-1.20%	4,643	2.60%	-11.10%	18	-3	-4	98.60%	-0.10%	0.50%
Houston, TX	Jul-14	$245K	-0.80%	14.00%	2,211	2.60%	-1.90%	2,678	2.10%	0.00%	5,034	8.40%	-6.00%	18	0	-4	98.40%	-0.20%	0.20%
Houston, TX	Aug-14	$233K	-4.90%	6.40%	2,051	-7.20%	-3.70%	2,491	-7.00%	1.50%	5,115	1.60%	-4.50%	20	2	-4	98.40%	0.00%	0.30%
Houston, TX	Sep-14	$225K	-3.40%	9.80%	1,891	-7.80%	6.20%	2,130	-14.50%	-0.70%	5,007	-2.10%	-8.10%	24	4	-4	97.90%	-0.50%	0.20%
Houston, TX	Oct-14	$209K	-7.10%	7.90%	1,962	3.80%	9.20%	2,305	8.20%	6.70%	4,984	-0.50%	-7.20%	28	4	-5	97.60%	-0.30%	0.30%
Houston, TX	Nov-14	$230K	10.00%	9.00%	1,549	-21.00%	-4.20%	1,805	-21.70%	6.60%	4,937	-0.90%	-2.90%	29	1	-3	97.80%	0.20%	0.30%
Houston, TX	Dec-14	$250K	8.70%	6.40%	1,929	24.50%	2.70%	1,554	-13.90%	10.40%	4,697	-4.90%	1.80%	30	1	-5	97.70%	0.00%	0.30%
Houston, TX	Jan-15	$199K	-20.40%	9.00%	1,114	-42.20%	-13.00%	2,462	58.40%	14.30%	5,279	12.40%	16.40%	34	4	-8	97.70%	0.00%	0.30%
Houston, TX	Feb-15	$204K	2.30%	0.10%	1,320	18.50%	-13.70%	2,362	-4.10%	11.80%	5,494	4.10%	22.60%	28	-6	-7	97.50%	-0.20%	0.20%
Houston, TX	Mar-15	$239K	17.40%	9.00%	1,735	31.40%	-6.50%	2,526	6.90%	5.30%	5,582	1.60%	28.10%	24	-4	-4	97.80%	0.20%	-0.30%
Houston, TX	Apr-15	$225K	-5.80%	0.00%	1,858	7.10%	-4.20%	2,782	10.10%	2.60%	5,822	4.30%	33.70%	28	4	4	97.50%	-0.20%	-0.70%
Houston, TX	May-15	$250K	11.10%	6.40%	1,908	2.70%	-10.80%	2,679	-3.70%	-4.60%	5,915	1.60%	30.70%	23	-5	2	97.90%	0.40%	-0.80%
Houston, TX	Jun-15	$252K	0.90%	2.10%	2,181	14.30%	1.20%	2,698	0.70%	2.90%	6,090	3.00%	31.20%	23	0	5	97.80%	-0.10%	-0.80%
Houston, TX	Jul-15	$240K	-4.90%	-2.00%	2,194	0.60%	-0.80%	3,075	14.00%	14.80%	6,601	8.40%	31.10%	24	1	6	97.60%	-0.20%	-0.80%
Houston, TX	Aug-15	$229K	-4.60%	-1.70%	1,948	-11.20%	-5.00%	2,588	-15.80%	3.90%	6,774	2.60%	32.40%	27	3	7	97.70%	0.20%	-0.60%
Houston, TX	Sep-15	$230K	0.40%	2.20%	1,848	-5.10%	-2.30%	2,450	-5.30%	15.00%	6,883	1.60%	37.50%	30	3	6	97.10%	-0.70%	-0.80%
Houston, TX	Oct-15	$225K	-2.20%	7.70%	1,640	-11.30%	-16.40%	2,404	-1.90%	4.30%	6,983	1.50%	40.10%	36	6	8	97.00%	-0.10%	-0.60%
Houston, TX	Nov-15	$208K	-7.70%	-9.60%	1,264	-22.90%	-18.40%	1,875	-22.00%	3.90%	6,728	-3.70%	36.30%	39	3	10	97.00%	-0.10%	-0.80%
Houston, TX	Dec-15	$250K	20.30%	0.00%	1,776	40.50%	-7.90%	1,534	-18.20%	-1.30%	6,332	-5.90%	34.80%	43	4	13	96.60%	-0.40%	-1.20%
Houston, TX	Jan-16	$210K	-16.00%	5.50%	1,174	-33.90%	5.40%	2,294	49.50%	-6.80%	6,532	3.20%	23.70%	50	7	16	96.20%	-0.30%	-1.50%
Houston, TX	Feb-16	$215K	2.40%	5.60%	1,346	14.70%	2.00%	2,671	16.40%	13.10%	6,933	6.10%	26.20%	52	2	24	96.70%	0.50%	-0.80%
Houston, TX	Mar-16	$238K	10.70%	-0.40%	1,796	33.40%	3.50%	2,963	10.90%	17.30%	7,269	4.80%	30.20%	39	-13	15	96.70%	0.00%	-1.10%
Houston, TX	Apr-16	$241K	1.10%	7.00%	1,788	-0.40%	-3.80%	2,746	-7.30%	-1.30%	7,361	1.30%	26.40%	32	-7	4	96.90%	0.20%	-0.60%
Houston, TX	May-16	$252K	4.70%	0.80%	1,990	11.30%	4.30%	2,845	3.60%	6.20%	7,485	1.70%	26.50%	33	1	10	97.10%	0.20%	-0.80%
Houston, TX	Jun-16	$256K	1.60%	1.50%	2,199	10.50%	0.80%	2,795	-1.80%	3.60%	7,553	0.90%	24.00%	34	1	11	97.40%	0.30%	-0.40%
Houston, TX	Jul-16	$257K	0.20%	6.90%	1,920	-12.70%	-12.50%	2,702	-3.30%	-12.10%	7,665	1.50%	16.10%	37	3	13	97.10%	-0.30%	-0.40%
Houston, TX	Aug-16	$253K	-1.40%	10.50%	2,131	11.00%	9.40%	2,519	-6.80%	-2.70%	7,583	-1.10%	11.90%	36	-1	9	96.90%	-0.30%	-0.90%
Houston, TX	Sep-16	$240K	-5.20%	4.30%	1,759	-17.50%	-4.80%	2,356	-6.50%	-3.80%	7,628	0.60%	10.80%	36	0	6	96.80%	-0.10%	-0.30%
Houston, TX	Oct-16	$240K	0.00%	6.70%	1,619	-8.00%	-1.30%	2,266	-3.80%	-5.70%	7,470	-2.10%	7.00%	44	8	8	96.90%	0.10%	-0.10%
Houston, TX	Nov-16	$245K	2.10%	17.90%	1,646	1.70%	30.20%	1,816	-19.90%	-3.10%	7,060	-5.50%	4.90%	45	1	6	96.60%	-0.30%	-0.30%
Houston, TX	Dec-16	$268K	9.20%	7.00%	1,925	17.00%	8.40%	1,459	-19.70%	-4.90%	6,522	-7.60%	3.00%	51	6	8	96.50%	-0.10%	-0.10%
Houston, TX	Jan-17	$220K	-17.80%	4.80%	1,216	-36.80%	3.60%	2,512	72.20%	9.50%	6,651	2.00%	1.80%	52	1	2	96.10%	-0.40%	-0.10%
Houston, TX	Feb-17	$240K	9.00%	11.60%	1,499	23.30%	11.40%	2,523	0.40%	-5.50%	6,831	2.70%	-1.50%	56	4	4	96.60%	0.50%	-0.20%
Houston, TX	Mar-17	$252K	4.90%	5.80%	2,036	35.80%	13.40%	3,302	30.90%	11.40%	7,370	7.90%	1.40%	44	-12	5	96.50%	-0.10%	-0.20%
Houston, TX	Apr-17	$259K	2.70%	7.40%	1,854	-8.90%	3.70%	3,045	-7.80%	10.90%	7,765	5.40%	5.50%	35	-9	3	97.00%	0.50%	0.10%
Houston, TX	May-17	$252K	-2.50%	0.00%	2,255	21.60%	13.30%	3,226	5.90%	13.40%	8,158	5.10%	9.00%	29	-6	-4	97.20%	0.20%	0.10%
Houston, TX	Jun-17	$268K	6.20%	4.50%	2,285	1.30%	3.90%	2,939	-8.90%	5.20%	8,341	2.20%	10.40%	32	3	-2	97.10%	-0.10%	-0.30%
Houston, TX	Jul-17	$242K	-9.50%	-5.70%	1,931	-15.50%	0.60%	2,886	-1.80%	6.80%	8,692	4.20%	13.40%	34	2	-3	97.20%	0.20%	0.10%
Houston, TX	Aug-17	$243K	0.30%	-4.10%	1,566	-18.90%	-26.50%	2,258	-21.80%	-10.40%	8,452	-2.80%	11.50%	36	2	0	97.00%	-0.30%	0.10%
Houston, TX	Sep-17	$255K	5.10%	6.30%	1,767	12.80%	0.50%	2,057	-8.90%	-12.70%	7,717	-8.70%	1.20%	47	11	11	96.50%	-0.50%	-0.30%
Houston, TX	Oct-17	$240K	-5.90%	0.00%	1,680	-4.90%	3.80%	2,395	16.40%	5.70%	7,556	-2.10%	1.20%	52	5	8	96.50%	0.00%	-0.40%
Houston, TX	Nov-17	$240K	0.00%	-2.00%	1,710	1.80%	3.90%	2,105	-12.10%	15.90%	7,301	-3.40%	3.40%	53	1	8	96.30%	-0.20%	-0.30%
Houston, TX	Dec-17	$254K	6.00%	-4.90%	1,950	14.00%	1.30%	1,590	-24.50%	9.00%	6,607	-9.50%	1.30%	50	-3	-1	96.20%	-0.10%	-0.30%
Houston, TX	Jan-18	$220K	-13.50%	0.00%	1,215	-37.70%	-0.10%	2,326	46.30%	-7.40%	6,566	-0.60%	-1.30%	51	1	-1	96.10%	-0.10%	0.00%
Houston, TX	Feb-18	$250K	13.60%	4.20%	1,549	27.50%	3.30%	2,443	5.00%	-3.20%	6,696	2.00%	-2.00%	55	4	-1	96.40%	0.30%	-0.20%
Houston, TX	Mar-18	$252K	0.80%	0.10%	1,932	24.70%	-5.10%	3,103	27.00%	-6.00%	7,141	6.60%	-3.10%	41	-14	-3	96.60%	0.20%	0.10%
Houston, TX	Apr-18	$269K	6.70%	4.10%	1,936	0.20%	4.40%	3,281	5.70%	7.80%	7,567	6.00%	-2.50%	33	-8	-2	96.80%	0.20%	-0.20%
Houston, TX	May-18	$265K	-1.50%	5.20%	2,259	16.70%	0.20%	3,334	1.60%	3.30%	7,882	4.20%	-3.40%	29	-4	0	97.00%	0.20%	-0.20%
Houston, TX	Jun-18	$270K	1.90%	0.90%	2,321	2.70%	1.60%	3,083	-7.50%	4.90%	8,190	3.90%	-1.80%	31	2	-1	96.90%	-0.10%	-0.10%
Houston, TX	Jul-18	$268K	-0.90%	10.50%	2,051	-11.60%	6.20%	3,030	-1.70%	5.00%	8,419	2.80%	-3.10%	34	3	0	97.00%	0.10%	-0.20%
Houston, TX	Aug-18	$255K	-4.70%	5.10%	2,163	5.50%	38.10%	2,888	-4.70%	27.90%	8,436	0.20%	-0.20%	34	0	-2	96.80%	-0.20%	-0.20%
Houston, TX	Sep-18	$250K	-2.00%	-2.00%	1,710	-20.90%	-3.20%	2,365	-18.10%	15.00%	8,355	-1.00%	8.30%	40	6	-7	96.60%	-0.20%	0.10%
Houston, TX	Oct-18	$245K	-2.00%	2.10%	1,785	4.40%	6.30%	2,526	6.80%	5.50%	8,246	-1.30%	9.10%	47	7	-5	96.50%	-0.10%	-0.10%
Houston, TX	Nov-18	$260K	6.10%	8.30%	1,748	-2.10%	2.20%	2,078	-17.70%	-1.30%	8,006	-2.90%	9.70%	48	1	-5	96.70%	0.20%	0.30%
Houston, TX	Dec-18	$267K	2.80%	5.00%	1,805	3.30%	-7.40%	1,593	-23.30%	0.20%	7,408	-7.50%	12.10%	54	6	4	96.60%	0.00%	0.40%
Houston, TX	Jan-19	$220K	-17.70%	0.00%	1,141	-36.80%	-6.10%	2,535	59.10%	9.00%	7,637	3.10%	16.30%	60	6	9	96.10%	-0.50%	0.00%
Houston, TX	Feb-19	$235K	6.80%	-6.00%	1,440	26.20%	-7.00%	2,566	1.20%	5.00%	7,780	1.90%	16.20%	56	-4	1	96.60%	0.50%	0.20%
Houston, TX	Mar-19	$262K	11.50%	4.00%	1,887	31.00%	-2.30%	3,049	18.80%	-1.70%	8,015	3.00%	12.20%	51	-5	10	96.80%	0.30%	0.20%
Houston, TX	Apr-19	$270K	3.10%	0.40%	2,076	10.00%	7.20%	3,320	8.90%	1.20%	8,333	4.00%	10.10%	41	-10	8	96.90%	0.10%	0.10%
Houston, TX	May-19	$277K	2.60%	4.50%	2,343	12.90%	3.70%	3,440	3.60%	3.20%	8,746	5.00%	11.00%	37	-4	8	97.20%	0.30%	0.20%
Houston, TX	Jun-19	$283K	2.30%	5.00%	2,152	-8.20%	-7.30%	3,018	-12.30%	-2.10%	8,926	2.10%	9.00%	33	-4	2	97.30%	0.10%	0.40%
Houston, TX	Jul-19	$265K	-6.70%	-1.10%	2,218	3.10%	8.10%	3,019	0.00%	-0.40%	9,012	1.00%	7.00%	36	3	2	97.00%	-0.30%	0.00%
Houston, TX	Aug-19	$265K	0.20%	3.90%	2,165	-2.40%	0.10%	2,696	-10.70%	-6.60%	8,808	-2.30%	4.40%	41	5	7	96.70%	-0.30%	-0.10%
Houston, TX	Sep-19	$254K	-4.20%	1.60%	1,767	-18.40%	3.30%	2,364	-12.30%	0.00%	8,661	-1.70%	3.70%	51	10	11	96.70%	0.10%	0.20%
Houston, TX	Oct-19	$250K	-1.60%	2.00%	1,817	2.80%	1.80%	2,589	9.50%	2.50%	8,549	-1.30%	3.70%	49	-2	2	96.60%	-0.10%	0.10%
